Unnamed: 0,belongs_to_collection,budget,genres,homepage,movieId,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,return,rating
1167,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",32350000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,en,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",14.586087,http://image.tmdb.org/t/p/w185//jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/23/1983,572700000,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Empire Falls...,Return of the Jedi,FALSE,7.9,4763,1983,17.70324575,3.321052632
1168,,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",http://www.wim-wenders.com/movies/movies_spec/wingsofdesire/wingsofdesire.htm,144,de,Wings of Desire is Wim Wender’s artistically beautiful film about the lonely and immortal life of angels during a post-war Berlin. It’s a poetic journey from the perspective of the angels of which one falls in love with a living woman and wants to become a mortal human thus giving up his heavenly life. Filmed in black and white and with a feeling of celebrating life.,6.357321,http://image.tmdb.org/t/p/w185//3zDaZ59lYvdCMYHi2ufUu7VmjkP.jpg,"[{'name': 'Road Movies Filmproduktion GmbH', 'id': 45}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1/1/1987,3200000,128,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,There are angels on the streets of Berlin.,Wings of Desire,FALSE,7.5,256,1987,1.28,3.452631579
1171,"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.facebook.com/alienanthology/,348,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,http://image.tmdb.org/t/p/w185//2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/25/1979,104931801,117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,In space no one can hear you scream.,Alien,FALSE,7.9,4564,1979,9.539254636,3.651603499
1172,"{'id': 1960, 'name': 'Evil Dead Collection', 'poster_path': '/eWFADubShlTEUiNsPcN6BMOKakr.jpg', 'backdrop_path': '/jrLLRe7pctP1aFDRuD9mt59YGHX.jpg'}",11000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",,766,en,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",10.704612,http://image.tmdb.org/t/p/w185//2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Renaissance Pictures', 'id': 467}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/9/1992,,81,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,FALSE,7.3,852,1992,,3.462121212
1180,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",http://www.wallaceandgromit.com/films/a-grand-day-out,530,en,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",7.617298,http://image.tmdb.org/t/p/w185//jgQU84QuFQ4yofDmGYzOsXLEQj9.jpg,"[{'name': 'Aardman Animations', 'id': 297}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/18/1990,,23,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Grand Day Out,FALSE,7.4,199,1990,,3.166666667
1188,,,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,1398,ru,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A Stalker guides two men into the Zone, specifically to an area in which deep seeded desires are granted.",7.787515,http://image.tmdb.org/t/p/w185//ezt0Z9wIcPIxiks0J4dm8zJn575.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",4/16/1979,,163,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Stalker,FALSE,7.8,356,1979,,3.135135135
1193,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,490,sv,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",6.47828,http://image.tmdb.org/t/p/w185//iJXSumDrz64AvmFZaHHNBGDO1ex.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2/16/1957,,96,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Seventh Seal,FALSE,7.9,569,1957,,3.255725191
1195,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",6400000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,en,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,http://image.tmdb.org/t/p/w185//q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Hemdale Film', 'id': 3952}, {'name': 'Cinema 84', 'id': 4764}, {'name': 'Euro Film Funding', 'id': 7745}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10/26/1984,78371200,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your future is in his hands.,The Terminator,FALSE,7.4,4208,1984,12.2455,3.206395349
1206,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,422,it,With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,6.747516,http://image.tmdb.org/t/p/w185//5pQlc8dp5dXzWg1yM70DZrsDpOl.jpg,"[{'name': 'Cineriz', 'id': 9387}, {'name': 'Francinex', 'id': 10882}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2/14/1963,,138,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A picture that goes beyond what men think about - because no man ever thought about it in quite this way!,8½,FALSE,7.9,427,1963,,3.221311475
1208,,1200000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,828,en,An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.,9.360003,http://image.tmdb.org/t/p/w185//tyujnQl6topN3O9lPnGMpzGsYQM.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/17/1951,,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,From out of space... A warning and an ultimatum,The Day the Earth Stood Still,FALSE,7.3,323,1951,,2.926666667
1216,"{'id': 1960, 'name': 'Evil Dead Collection', 'poster_path': '/eWFADubShlTEUiNsPcN6BMOKakr.jpg', 'backdrop_path': '/jrLLRe7pctP1aFDRuD9mt59YGHX.jpg'}",3600000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,765,en,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,13.520764,http://image.tmdb.org/t/p/w185//n49mpgUsPgBfRg2qIEj31HX0chu.jpg,"[{'name': 'Renaissance Films', 'id': 3102}, {'name': 'Rosebud Productions', 'id': 47380}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/13/1987,5923044,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,FALSE,7.5,760,1987,1.64529,2.98156682
1220,,14600000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,137,en,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",12.989627,http://image.tmdb.org/t/p/w185//vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/11/1993,70906973,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,FALSE,7.4,2358,1993,4.856641986,3.05
1225,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",http://www.backtothefuture.com/movies/backtothefuture1,105,en,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,http://image.tmdb.org/t/p/w185//pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/3/1985,381109762,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,FALSE,8,6239,1985,20.05840853,3.345153664
1229,,8000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",http://www.bandaivisual.co.jp/akira/,149,ja,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",10.888917,http://image.tmdb.org/t/p/w185//8Pt7hlu7fkc5IIR0VZ2kNGY8sT4.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Toho Company', 'id': 882}, {'name': 'Mainichi Broadcasting System (MBS)', 'id': 3363}, {'name': 'Kodansha', 'id': 6999}, {'name': 'Tokyo Movie Shinsha (TMS)', 'id': 9155}, {'name': 'TMS Entertainment', 'id': 10919}, {'name': 'Akira Committee Company Ltd.', 'id': 10920}, {'name': 'Sumitomo Corporation', 'id': 10921}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",7/16/1988,553171,124,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,FALSE,7.8,792,1988,0.069146375,3.61627907
1230,"{'id': 8050, 'name': 'Highlander Collection', 'poster_path': '/mNIXoyFicGseg9NoG3NHKZolKze.jpg', 'backdrop_path': '/gY5NPUGGJJdaGPlEM6f2pfHNtit.jpg'}",16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",,8009,en,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,16.870392,http://image.tmdb.org/t/p/w185//6l4t1vWAFMuAiOpDT0mDWlrr5Mp.jpg,"[{'name': 'Davis-Panzer Productions', 'id': 2737}, {'name': 'Thorn EMI Screen Entertainment', 'id': 6179}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/7/1986,5900000,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There can be only one.,Highlander,FALSE,6.8,642,1986,0.36875,3
1233,,2800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,3034,en,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",9.339316,http://image.tmdb.org/t/p/w185//tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Crossbow Productions', 'id': 1296}, {'name': 'Gruskoff/Venture Films', 'id': 1297}, {'name': 'Jouer Limited', 'id': 1298}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/15/1974,86273333,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,The scariest comedy of all time!,Young Frankenstein,FALSE,7.7,880,1974,30.81190464,3.722222222
1255,,1900000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,830,en,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,6.379966,http://image.tmdb.org/t/p/w185//qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/15/1956,3250000,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Earthmen on a fabulous, peril-journey into outer space!",Forbidden Planet,FALSE,7.2,238,1956,1.710526316,3.0703125
1256,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,2323,en,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",16.759454,http://image.tmdb.org/t/p/w185//ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg,"[{'name': 'Universal Studios', 'id': 13}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/21/1989,84431625,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you believe the impossible, the incredible can come true.",Field of Dreams,FALSE,7.1,383,1989,,2.7
1287,"{'id': 422193, 'name': 'The Blob Collection', 'poster_path': None, 'backdrop_path': None}",240000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,8851,en,"A mysterious creature from another planet, resembling a giant blob of jelly, lands on earth. The people of a nearby small town refuse to listen to some teenagers who have witnessed the blob's destructive power. In the meantime, the blob just keeps on getting bigger.",7.079055,http://image.tmdb.org/t/p/w185//zVkexIhS9zhazR5EP0e79G8IswT.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Tonylyn Productions', 'id': 2548}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/12/1958,,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It crawls. It creeps. It eats you alive!,The Blob,FALSE,6.2,147,1958,,3
1292,"{'id': 218406, 'name': 'Frankenstein (Universal Series)', 'poster_path': '/2PJYpPHOqnVMXelHV1T4t6zra4i.jpg', 'backdrop_path': '/oR3GHwhvOcjn124b7wOZl9SHh8G.jpg'}",393750,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,229,en,"Bride of Frankenstein begins where James Whale's Frankenstein from 1931 ended. Dr. Frankenstein has not been killed as previously portrayed and now he wants to get away from the mad experiments. Yet when his wife is kidnapped by his creation, Frankenstein agrees to help him create a new monster, this time a woman.",7.000417,http://image.tmdb.org/t/p/w185//7YOfYQ6yhpBYWOh8vFQYfo2mm5I.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/21/1935,,75,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The monster demands a mate.,Bride of Frankenstein,FALSE,7.4,208,1935,,3.610526316
1298,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,6217,en,"After years of separation, Irina (Nastassja Kinski) and her minister brother, Paul (Malcolm McDowell), reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator (John Heard) is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats.",6.126046,http://image.tmdb.org/t/p/w185//dievCAlW1E3DgkYhgQ6Xcvr0ltf.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'RKO Pictures', 'id': 4361}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/2/1982,,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They are something more than lovers who are about to become something less than human.,Cat People,FALSE,6,97,1982,,3.4375
1300,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",http://www.nosferatumovie.com/cast_crew.html,653,de,"Vampire Count Orlok is interested in a new residence and in real estate agent Hutter's young wife. Silent horror classic based on the Bram Stoker novel ""Dracula"".",7.435873,http://image.tmdb.org/t/p/w185//cD61HX8e80CtzHIq4BFGFg5TR0A.jpg,"[{'name': 'Jofa Atelier', 'id': 1959}, {'name': 'Prana-Film GmbH', 'id': 1960}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",3/15/1922,,94,[],Released,A symphony of horror,Nosferatu,FALSE,7.7,373,1922,,3.220893142
1308,"{'id': 115570, 'name': 'Star Trek: The Next Generation Collection', 'poster_path': '/sddV6vaUC6x37icJS3opIXTXB07.jpg', 'backdrop_path': '/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg'}",46000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",http://www.startrek.com/startrek/view/series/MOV/008/index.html,199,en,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",8.808497,http://image.tmdb.org/t/p/w185//qhVB8eUGwkdVvd8Fezk0AgcMPDH.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Digital Image Associates', 'id': 76068}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/21/1996,150000000,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Resistance is futile.,Star Trek: First Contact,FALSE,7,671,1996,3.260869565,3.608333333
1322,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",,152,en,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",8.277765,http://image.tmdb.org/t/p/w185//ys5Sgpc27mVo3H5zYLPV9LWDq5.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/6/1979,139000000,132,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The human adventure is just beginning.,Star Trek: The Motion Picture,FALSE,6.2,541,1979,3.971428571,3.02173913
1323,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",27000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,174,en,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",5.90057,http://image.tmdb.org/t/p/w185//5PvIZAOFDe63M1oByFEFDoQobkc.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/5/1991,96900000,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,FALSE,6.7,421,1991,3.588888889,2.596774194
1324,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",30000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,172,en,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,12.308007,http://image.tmdb.org/t/p/w185//kugwPq2E5IkzrgoxRycnoqqUS9H.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/9/1989,70200000,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,FALSE,5.6,384,1989,2.34,2.779304029
1325,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,154,en,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,7.160236,http://image.tmdb.org/t/p/w185//7VKpj4Xl3hTzgAS3xpVuOyqNnSv.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/3/1982,96800000,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,FALSE,7.3,688,1982,8.066666667,3.842105263
1326,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,157,en,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,6.197298,http://image.tmdb.org/t/p/w185//b9ZaPiD6AaZR7CgQP5P4Kg893QL.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/31/1984,87000000,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,A dying planet. A fight for life.,Star Trek III: The Search for Spock,FALSE,6.4,443,1984,4.833333333,2.765957447
