Unnamed: 0,belongs_to_collection,budget,genres,homepage,id,tconst,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,return,sub_genres,Rating,numVotes,poster_path,,,,,Rating5
4149,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.youtube.com/watch?v=dIgzh6OPYQQ,2981,tt0016039,en,The Lost World,The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.,2.968503,"[{'name': 'First National Bank of Chicago (London Branch)', 'id': 426}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/22/1925,,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Lost World,FALSE,6.6,27,1925,,fantasy/monster/,7.1,4057,http://image.tmdb.org/t/p/w185//bEHH13QZKvGJS7H3U5JlcroqLFX.jpg,,,,,3.55
16742,,50200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",http://www.theadjustmentbureau.com/,38050,tt1385826,en,The Adjustment Bureau,"A man glimpses the future Fate has planned for him ?Çô and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",9.420301,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Gambit Pictures', 'id': 6933}, {'name': 'Electric Shepherd Productions', 'id': 11834}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/3/2011,127869379,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fight for your fate.,The Adjustment Bureau,FALSE,6.5,1677,2011,2.547198785,robot/robot/dystopian/,7.1,222769,http://image.tmdb.org/t/p/w185//g87PqGH9Oo3d3Tbczcfk7ZMAIEk.jpg,,,,,3.55
12210,,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",http://disney.go.com/disneypictures/enchanted/,4523,tt0461770,en,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",11.447798,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'Andalasia Productions', 'id': 8908}, {'name': 'Right Coast Productions', 'id': 8909}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/20/2007,340487652,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This fairytale princess is about to meet a real Prince Charming,Enchanted,FALSE,6.6,1512,2007,4.005737082,robot/robot/time_travel/dystopian/fantasy/techno/,7.1,161460,http://image.tmdb.org/t/p/w185//8KCNzCArLlvLdQoHx6npua2VSVc.jpg,,,,,3.55
14024,,39000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",,24420,tt0452694,en,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",13.682598,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Internationale Scarena Filmproduktionsgesellschaft 2', 'id': 23046}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/14/2009,101229792,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Time Traveler's Wife,FALSE,6.7,815,2009,2.595635692,alien/robot/robot/time_travel/fantasy/,7.1,129396,http://image.tmdb.org/t/p/w185//ayGp00uS6XRrNfbR59XWrJh9jpC.jpg,,,,,3.55
3182,"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",http://www.pitchblack.com/,2787,tt0134847,en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",6.424399,"[{'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/18/2000,53187659,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,FALSE,6.7,1812,2000,2.312506913,space/space/robot/robot/time_travel/dystopian/monster/,7.1,210853,http://image.tmdb.org/t/p/w185//j4iBVA49KDBX4ypfVcZxl1y7CCT.jpg,,,,,3.55
29102,,,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,53252,tt0439581,ru,?ô?????????? ????????????,"In the near future, writer Victor Banev gets himself on a UN commission to investigate what's going on in the remote town of Tashlinsk, where reports tell of a virus-created race of brainiac mutants. Banev's tween daughter Ira is enrolled at a school for gifted children which has been taken over by the mutants, who have grown to despise ordinary humanity.",0.641755,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",10/19/2006,,109,"[{'iso_639_1': 'ru', 'name': 'P?â?ü?ü??????'}]",Released,,The Ugly Swans,FALSE,6.6,10,2006,,alien/robot/robot/dystopian/,7.1,1194,http://image.tmdb.org/t/p/w185//j7fmhbxNsnE3EqvPjT7rnZ4fr1o.jpg,,,,,3.55
10615,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,42234,tt0077452,pt,Dona Flor e Seus Dois Maridos,"In a small city of Brazil, Flor (a very good looking woman) marries Vadinho, a very handsome and erotic man. Once married she finds he is a good-for-nothing. She works teaching cooking to her neighbours but he takes all her money to gamble. One day he dies. Flor misses the goods of the marriage so she marries again with a very correct gentleman - the owner of the drugstore (Teodoro). Now she's very happy with her man, but misses the erotic moments with her previous husband. Then the ghost of Vadhino comes to earth to chase her.",0.72351,"[{'name': 'Companhia Cinematogr?ífica Serrador', 'id': 8496}, {'name': 'Coline', 'id': 8497}, {'name': 'Carnaval Unifilm', 'id': 8498}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",11/22/1976,,110,"[{'iso_639_1': 'pt', 'name': 'Portugu?¬s'}]",Released,,Dona Flor and Her Two Husbands,FALSE,6.2,13,1976,,robot/robot/dystopian/fantasy/,7.1,1992,http://image.tmdb.org/t/p/w185//WhzPvdONCiVmhQWGMfvSgKezDj.jpg,,,,,3.55
21117,"{'id': 140612, 'name': 'Fullmetal Alchemist Collection', 'poster_path': '/dauohkVyn7ldCAr0sP54BiUZ8YG.jpg', 'backdrop_path': None}",,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.hagaren-movie.net/,80518,tt1776196,ja,?ï??ü«?î¼?çæ?íô??½ ?ÿå?üì?ü«??ÿ??ê?âƒ?â¡?é???ë?ü«?üû?ü¬?éïµÿƒ,"After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.",2.463401,"[{'name': 'Tokyo Broadcasting System (TBS)', 'id': 1393}, {'name': 'Aniplex', 'id': 2883}, {'name': 'Mainichi Broadcasting System (MBS)', 'id': 3363}, {'name': 'FUNimation Entertainment', 'id': 3964}, {'name': 'Shochiku Company', 'id': 4641}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Square Enix', 'id': 10038}, {'name': 'Bones', 'id': 11596}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",7/2/2011,7401480,110,"[{'iso_639_1': 'ja', 'name': 'µùÑµ£¼?¬?'}]",Released,Finally tell the story of forbidden bonds,Fullmetal Alchemist: The Sacred Star of Milos,FALSE,6.9,55,2011,,space/space/robot/robot/time_travel/dystopian/fantasy/,7.1,3638,http://image.tmdb.org/t/p/w185//zyPSSnMGgE8bIymYxbCD3Y6Oa9b.jpg,,,,,3.55
14399,"{'id': 91697, 'name': 'Battlestar Galactica (Reboot) Collection', 'poster_path': '/yB7QLUglaZSCFtC30emJEqfGuWi.jpg', 'backdrop_path': '/1ynqKxPc4sgDdweAItGt4QLDWkS.jpg'}",,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,105077,tt1286130,en,Battlestar Galactica: The Plan,"When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.",6.190967,"[{'name': 'David Eick Productions', 'id': 3585}, {'name': 'R&D TV', 'id': 7534}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/27/2009,,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They have a plan!,Battlestar Galactica: The Plan,FALSE,6.6,145,2009,,alien/space/space/robot/robot/time_travel/,7.1,16753,http://image.tmdb.org/t/p/w185//8pTymK6Hqt3MZ9RlnfLpzv2kclP.jpg,,,,,3.55
37505,,1900000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,364433,tt3775086,it,Lo chiamavano Jeeg Robot,"Enzo Ceccotti comes into contact with a radioactive substance, then accidently discovers he has superpowers. A touchy, navel-gazing introvert, he?ÇÖs sure his new capabilities will do wonders for his life of crime, but that all changes when he meets Alessia, who?ÇÖs convinced he?ÇÖs the hero from the famous Japanese comic strip, Steel Jeeg Robot.",10.649494,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': 'Goon Films', 'id': 74686}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",5/12/2015,,112,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,They Call Me Jeeg Robot,FALSE,7.5,575,2015,,alien/robot/robot/super/,7.1,10755,http://image.tmdb.org/t/p/w185//hHgsvMPhGQ5T7kJsSezQHBjGDBp.jpg,,,,,3.55
43562,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,13128,tt1067086,ja,Sweet Rain: µ¡??Ñ??ü«?????ª,"Chiba appears seven days before a person dies an unexpected death. His job is to observe the person for seven days then decide either to ?Çÿexecute?ÇÖ or ?Çÿpass over?ÇÖ. Today, again, in the rain, he waits. His subject, her death due in seven days, is Kazue Fujiki. She works for a manufacturing company in the complaints department. Exhausted after her day, she emerges from her office. It?ÇÖs time for the Reaper to go to work.",1.345224,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",4/22/2008,,113,"[{'iso_639_1': 'ja', 'name': 'µùÑµ£¼?¬?'}]",Released,,Sweet Rain: Accuracy of Death,FALSE,7.3,12,2008,,robot/robot/time_travel/fantasy/,7.1,1041,http://image.tmdb.org/t/p/w185//dt1dlCwmiiFSnZuASaYoNCyvTEf.jpg,,,,,3.55
6827,"{'id': 151263, 'name': 'WarGames Collection', 'poster_path': '/tPvDCajdnC6RpuKQqRI9G62IJ7f.jpg', 'backdrop_path': '/tBWSIMflBa1tUvSVVqLCuwviW1y.jpg'}",12000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.mgm.com/title_title.do?title_star=WARGAMES,860,tt0086567,en,WarGames,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.",8.321647,"[{'name': 'United Artists', 'id': 60}, {'name': 'Sherwood Productions', 'id': 8791}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/3/1983,79567667,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Is it a game, or is it real?",WarGames,FALSE,7,517,1983,6.630638917,space/space/robot/robot/time_travel/dystopian/techno/,7.1,81298,http://image.tmdb.org/t/p/w185//rQocmooj7bFKS2vZfzWBB5O12eR.jpg,,,,,3.55
7917,,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,2048,tt0343818,en,"I, Robot","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",14.43075,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Laurence Mark Productions', 'id': 415}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Overbrook Entertainment', 'id': 12485}, {'name': 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'id': 19354}, {'name': 'Canlaws Productions', 'id': 19355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",7/15/2004,347234916,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Laws are made to be broken.,"I, Robot",FALSE,6.7,3889,2004,2.8936243,alien/robot/robot/techno/,7.1,450168,http://image.tmdb.org/t/p/w185//2mkFzf168xJrV6Leqq0bjqOlJCK.jpg,,,,,3.55
19462,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,103328,tt2076220,en,Holy Motors,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",7.34241,"[{'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Canal+', 'id': 5358}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",7/2/2012,641100,115,"[{'iso_639_1': 'fr', 'name': 'Fran?ºais'}]",Released,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",Holy Motors,FALSE,7,232,2012,,alien/robot/robot/time_travel/dystopian/fantasy/monster/,7.1,35745,http://image.tmdb.org/t/p/w185//d5amUFExQCqLkRpWQ6QspBtyWUe.jpg,,,,,3.55
1002,,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",,12335,tt0066817,en,Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,10.362012,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/7/1971,17900000,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!,Bedknobs and Broomsticks,FALSE,6.8,260,1971,0.895,robot/robot/fantasy/,7.1,30085,http://image.tmdb.org/t/p/w185//1mWFExXAlUSgfBKGkK3mjH1iXk4.jpg,,,,,3.55
29916,,4000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",http://tickets.picturehouseentertainment.co.uk/gb/the-lobster/,254320,tt3464902,en,The Lobster,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",11.223033,"[{'name': 'Haut et Court', 'id': 726}, {'name': 'Eurimages', 'id': 850}, {'name': 'Lemming Film', 'id': 2345}, {'name': 'Element Pictures', 'id': 3353}, {'name': 'Nederlands Fonds voor de Film', 'id': 4508}, {'name': 'Canal+', 'id': 5358}, {'name': 'Greek Film Center', 'id': 7254}, {'name': 'Film4', 'id': 9349}, {'name': 'Cin??+', 'id': 10611}, {'name': ""Centre National du Cin??ma et de L'image Anim??e (CNC)"", 'id': 17298}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'Scarlet Films', 'id': 71265}, {'name': 'Institut Fran?ºais', 'id': 72595}, {'name': ""L'Aide aux Cin??mas du Monde"", 'id': 72596}, {'name': 'Limp Films', 'id': 72597}, {'name': 'Minist?¿re des Affaires ??trang?¿res et du D??veloppement International', 'id': 72598}, {'name': 'Protagonist Films', 'id': 72599}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/8/2015,15656193,118,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Fran?ºais'}]",Released,An unconventional love story...,The Lobster,FALSE,6.7,1340,2015,3.91404825,robot/robot/dystopian/,7.1,163062,http://image.tmdb.org/t/p/w185//yR60EqMGS9hHq9I5Pkq2hG984TP.jpg,,,,,3.55
312,,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,2164,tt0111282,en,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",13.328924,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Carolco Entertainment', 'id': 10320}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10/27/1994,196567262,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,It will take you a million light years from home. But will it bring you back?,Stargate,FALSE,6.8,942,1994,3.573950218,alien/space/space/robot/robot/time_travel/,7.1,162508,http://image.tmdb.org/t/p/w185//39WsfbB5BshvdbPAYRFXdsjC481.jpg,,,,,3.55
3535,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,38688,tt0043899,en,Pandora and the Flying Dutchman,"Albert Lewin's interpretation of the legend of the Flying Dutchman. In a little spanish seaport named Esperanza, during the 30s, appears Hendrick van der Zee, the mysterious captain of a yacht (he is the only one aboard). Pandora is a beautiful woman (who men kill and die for). She's never really fallen in love with any man, but she feels very attracted by Hendrick... We are soon taught that Hendrick is the Flying Dutchman, this sailor of the 17th century that has been cursed by God to wander over the seas until the Doomsday... unless a woman is ready to die for him...",1.10641,"[{'name': 'Romulus Films', 'id': 3632}, {'name': 'Dorkay Productions', 'id': 5709}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2/15/1951,,122,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Espa??ol'}]",Released,The Loves of Pandora in Flaming TECHNICOLOR!,Pandora and the Flying Dutchman,FALSE,6.5,19,1951,,space/space/robot/robot/fantasy/techno/,7.1,2650,http://image.tmdb.org/t/p/w185//56Q26PUb5t7zOJccE0vo8fo2INt.jpg,,,,,3.55
30557,"{'id': 115575, 'name': 'Star Trek: Alternate Reality Collection', 'poster_path': '/w2IVqa43Ge49mrY3qSaJWpyDtz6.jpg', 'backdrop_path': '/gWl5pN2FplE709aVtA4lakwsE6t.jpg'}",185000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.startrekmovie.com/,188927,tt2660888,en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",20.659284,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'Perfect Storm Entertainment', 'id': 34530}, {'name': 'Alibaba Pictures Group', 'id': 69484}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Sneaky Shark', 'id': 83644}, {'name': 'Huahua Media', 'id': 83645}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/7/2016,343471816,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Star Trek Beyond,FALSE,6.6,2636,2016,1.856604411,space/space/robot/robot/time_travel/monster/techno/,7.1,202241,http://image.tmdb.org/t/p/w185//mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg,,,,,3.55
11407,,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,7551,tt0453467,en,D??j?á Vu,"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.",14.922904,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/22/2006,180557550,126,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you think it's just a feeling, go back... and look again.",D??j?á Vu,FALSE,6.6,1519,2006,2.407434,robot/robot/time_travel/,7.1,269954,http://image.tmdb.org/t/p/w185//abqvTL8xYQLgAtQGmyN7UxvCRGN.jpg,,,,,3.55
22300,,39200000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",http://snowpiercer-film.com/,110415,tt1706620,ko,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",14.131906,"[{'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Opus Pictures', 'id': 7270}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'SnowPiercer', 'id': 21122}, {'name': 'Moho Film', 'id': 34725}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8/1/2013,86758912,126,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Fran?ºais'}, {'iso_639_1': 'ja', 'name': 'µùÑµ£¼?¬?'}, {'iso_639_1': 'ko', 'name': '?ò£??¡?û?/?í??äá?ºÉ'}]",Released,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,FALSE,6.7,2910,2013,2.213237551,alien/space/space/robot/robot/time_travel/dystopian/,7.1,227238,http://image.tmdb.org/t/p/w185//oP0ZWr6MsaQ1TV7xvnZJMKSfz0H.jpg,,,,,3.55
8816,,,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",,7012,tt0085404,en,The Day After,"The film portrays a fictional nuclear war between NATO forces and the Warsaw Pact that rapidly escalates into a full scale exchange between the United States and the Soviet Union, focusing on the residents of Lawrence, Kansas, and Kansas City, Missouri, as well as several family farms situated next to nearby nuclear missile silos.",10.099175,"[{'name': 'ABC Circle Films', 'id': 2166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/20/1983,,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The end of the familiar. The beginning of the end.,The Day After,FALSE,6.7,97,1983,,dystopian/,7.1,12570,http://image.tmdb.org/t/p/w185//jlf2Bdy9F23aYPyyrBQzpHcRMp5.jpg,,,,,3.55
17935,,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",http://www.steelgetsreal.com/,39254,tt0433035,en,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",19.265552,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Angry Films', 'id': 12087}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}, {'name': 'Wardour Street Pictures', 'id': 76069}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/28/2011,299268508,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you get one shot, make it real.",Real Steel,FALSE,6.6,2749,2011,2.7206228,robot/robot/dystopian/,7.1,279248,http://image.tmdb.org/t/p/w185//drtXi58nN6P3zcoLh6wUlsZAYqh.jpg,,,,,3.55
42558,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",http://www.hidamari-movie.com,248503,tt2569772,ja,?Ö??üá?ü??éè?ü«????Ñ?,"A new salesman named Kosuke Okuda happens to meet Mao Watarai, a friend from his middle school days. Back then, Mao was called stupid and bullied, but now she is an attractive woman. Kosuke and Mao fall in love and decide to marry, but Mao has a secret?Çª",1.941682,"[{'name': 'Asmik Ace Entertainment', 'id': 3033}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",10/11/2013,,128,"[{'iso_639_1': 'ja', 'name': 'µùÑµ£¼?¬?'}]",Released,,Girl in the Sunny Place,FALSE,6.5,5,2013,,robot/robot/time_travel/fantasy/,7.1,613,http://image.tmdb.org/t/p/w185//cFroxzJpIlsGkityv31ZMH2LIJA.jpg,,,,,3.55
